"Query","Entrez","Symbol","Name","Comment"
"Zswim6","67263","Zswim6","zinc finger, SWIM domain containing 6","1"
"Esrra","26379","Esrra","estrogen related receptor, alpha","1"
"Rp9","55934","Rp9","retinitis pigmentosa 9 (human)","1"
"Timm50","66525","Timm50","translocase of inner mitochondrial membrane 50 homolog (yeast)","1"
"Fam160a1","229488","Fam160a1","family with sequence similarity 160, member A1","1"
"Akr1b10","67861","Akr1b10","aldo-keto reductase family 1, member B10 (aldose reductase)","1"
"Zfp553","233887","Zfp553","zinc finger protein 553","1"
"1110032A03Rik","68721","1110032A03Rik","RIKEN cDNA 1110032A03 gene","1"
"Arl6ip5","65106","Arl6ip5","ADP-ribosylation factor-like 6 interacting protein 5","1"
"Mlph","171531","Mlph","melanophilin","1"
"Icosl","50723","Icosl","icos ligand","1"
"Nedd8","18002","Nedd8","neural precursor cell expressed, developmentally down-regulated gene 8","1"
"Dab2","13132","Dab2","disabled homolog 2 (Drosophila)","1"
"Xylt2","217119","Xylt2","xylosyltransferase II","1"
"Polr3e","26939","Polr3e","polymerase (RNA) III (DNA directed) polypeptide E","1"
"Pglyrp2","57757","Pglyrp2","peptidoglycan recognition protein 2","1"
"Cdhr5","72040","Cdhr5","cadherin-related family member 5","1"
"Tmem161a","234371","Tmem161a","transmembrane protein 161A","1"
"Gm16372","629364","Gm16372","actin related protein 2/3 complex, subunit 5 pseudogene","1"
"Aldh16a1","69748","Aldh16a1","aldehyde dehydrogenase 16 family, member A1","1"
"Cptp","NA","NA","NA","0"
"Osbpl2","228983","Osbpl2","oxysterol binding protein-like 2","1"
"Cdk4","12567","Cdk4","cyclin-dependent kinase 4","1"
"Selk","80795","Selk","selenoprotein K","1"
"Ntan1","18203","Ntan1","N-terminal Asn amidase","1"
"Hyal2","15587","Hyal2","hyaluronoglucosaminidase 2","1"
"BC017643","217370","BC017643","cDNA sequence BC017643","1"
"Arpc5","67771","Arpc5","actin related protein 2/3 complex, subunit 5","1"
"Stat6","20852","Stat6","signal transducer and activator of transcription 6","1"
"Sil1","81500","Sil1","endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae)","1"
"Fmnl2","71409","Fmnl2","formin-like 2","1"
"Mpeg1","17476","Mpeg1","macrophage expressed gene 1","1"
"Hsf2","15500","Hsf2","heat shock factor 2","1"
"Gorasp1","74498","Gorasp1","golgi reassembly stacking protein 1","1"
"Prdx6","11758","Prdx6","peroxiredoxin 6","1"
"Slc25a48","328258","Slc25a48","solute carrier family 25, member 48","1"
"Wash1","NA","NA","NA","0"
"Tmco4","77056","Tmco4","transmembrane and coiled-coil domains 4","1"
"Onecut2","225631","Onecut2","one cut domain, family member 2","1"
"Neu1","18010","Neu1","neuraminidase 1","1"
"Fundc2","67391","Fundc2","FUN14 domain containing 2","1"
"Slc7a6","330836","Slc7a6","solute carrier family 7 (cationic amino acid transporter, y+ system), member 6","1"
"Cetn3","12626","Cetn3","centrin 3","1"
"Col1a2","12843","Col1a2","collagen, type I, alpha 2","1"
"Tpst1","22021","Tpst1","protein-tyrosine sulfotransferase 1","1"
"Gga1","106039","Gga1","golgi associated, gamma adaptin ear containing, ARF binding protein 1","1"
"Ubb","22187","Ubb","ubiquitin B","1"
"Eif4h","22384","Eif4h","eukaryotic translation initiation factor 4H","1"
"Nme7","171567","Nme7","non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)","1"
"Pnkd","56695","Pnkd","paroxysmal nonkinesiogenic dyskinesia","1"
"Pdhb","68263","Pdhb","pyruvate dehydrogenase (lipoamide) beta","1"
"Frmd4b","232288","Frmd4b","FERM domain containing 4B","1"
"Zfp868","234362","Zfp868","zinc finger protein 868","1"
"Podxl","27205","Podxl","podocalyxin-like","1"
"Tbpl1","237336","Tbpl1","TATA box binding protein-like 1","1"
"Bmp10","12154","Bmp10","bone morphogenetic protein 10","1"
"Ccdc30","73332","Ccdc30","coiled-coil domain containing 30","1"
"Gm10093","15181","Gm10093","histone deacetylase 1 pseudogene","1"
"Tgds","76355","Tgds","TDP-glucose 4,6-dehydratase","1"
"Mob3c","100465","Mob3c","MOB kinase activator 3C","1"
"Tmem29","382245","Tmem29","transmembrane protein 29","1"
"Ccdc58","381045","Ccdc58","coiled-coil domain containing 58","1"
"Abtb1","80283","Abtb1","ankyrin repeat and BTB (POZ) domain containing 1","1"
"Tmem60","212090","Tmem60","transmembrane protein 60","1"
"Tecr","106529","Tecr","trans-2,3-enoyl-CoA reductase","1"
"Ltbp4","108075","Ltbp4","latent transforming growth factor beta binding protein 4","1"
"Prdx4","53381","Prdx4","peroxiredoxin 4","1"
"Commd10","69456","Commd10","COMM domain containing 10","1"
"Gm13251","433791","Gm13251","predicted gene 13251","1"
"Gabarapl2","93739","Gabarapl2","gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2","1"
"Klhdc3","71765","Klhdc3","kelch domain containing 3","1"
"Flt4","14257","Flt4","FMS-like tyrosine kinase 4","1"
"Fam65c","69553","Fam65c","family with sequence similarity 65, member C","1"
"Snrk","20623","Snrk","SNF related kinase","1"
"0610011F06Rik","68347","0610011F06Rik","RIKEN cDNA 0610011F06 gene","1"
"Fbxl21","213311","Fbxl21","F-box and leucine-rich repeat protein 21","1"
"Rhot2","214952","Rhot2","ras homolog gene family, member T2","1"
"Flot2","14252","Flot2","flotillin 2","1"
"Samd10","229011","Samd10","sterile alpha motif domain containing 10","1"
"Deb1","26901","Deb1","differentially expressed in B16F10 1","1"
"Sgsh","27029","Sgsh","N-sulfoglucosamine sulfohydrolase (sulfamidase)","1"
"Carkd","69225","Carkd","carbohydrate kinase domain containing","1"
"Sptb","NA","NA","NA","0"
"Mtf1","17764","Mtf1","metal response element binding transcription factor 1","1"
"Dak","225913","Dak","dihydroxyacetone kinase 2 homolog (yeast)","1"
"Fra10ac1","NA","NA","NA","0"
"Il7","16196","Il7","interleukin 7","1"
"Shq1","72171","Shq1","SHQ1 homolog (S. cerevisiae)","1"
"Irak1","16179","Irak1","interleukin-1 receptor-associated kinase 1","1"
"Ndufb9","66218","Ndufb9","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9","1"
"Pacs1","107975","Pacs1","phosphofurin acidic cluster sorting protein 1","1"
"Akirin1","68050","Akirin1","akirin 1","1"
"Zfp523","224656","Zfp523","zinc finger protein 523","1"
"Myl12a","67268","Myl12a","myosin, light chain 12A, regulatory, non-sarcomeric","1"
"Sidt2","214597","Sidt2","SID1 transmembrane family, member 2","1"
"Gtf3c5","70239","Gtf3c5","general transcription factor IIIC, polypeptide 5","1"
"Ift57","73916","Ift57","intraflagellar transport 57 homolog (Chlamydomonas)","1"
"Kctd7","212919","Kctd7","potassium channel tetramerisation domain containing 7","1"
"Kctd17","72844","Kctd17","potassium channel tetramerisation domain containing 17","1"
"Nrbf2","641340","Nrbf2","nuclear receptor binding factor 2","1"
"Snrnp35","76167","Snrnp35","small nuclear ribonucleoprotein 35 (U11/U12)","1"
"Atp6v0d1","11972","Atp6v0d1","ATPase, H+ transporting, lysosomal V0 subunit D1","1"
"Cd2bp2","70233","Cd2bp2","CD2 antigen (cytoplasmic tail) binding protein 2","1"
"Smim11","NA","NA","NA","0"
"Zfand3","21769","Zfand3","zinc finger, AN1-type domain 3","1"
"Ube2c","68612","Ube2c","ubiquitin-conjugating enzyme E2C","1"
"Wipi2","74781","Wipi2","WD repeat domain, phosphoinositide interacting 2","1"
"Wdr5","140858","Wdr5","WD repeat domain 5","1"
"Eif4e3","66892","Eif4e3","eukaryotic translation initiation factor 4E member 3","1"
"Frg1","14300","Frg1","FSHD region gene 1","1"
"Zbtb7b","22724","Zbtb7b","zinc finger and BTB domain containing 7B","1"
"Galnt10","171212","Galnt10","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10","1"
"Ubl5","66177","Ubl5","ubiquitin-like 5","1"
"Ufm1","67890","Ufm1","ubiquitin-fold modifier 1","1"
"Gdpgp1","NA","NA","NA","0"
"Nelfe","NA","NA","NA","0"
"Psat1","107272","Psat1","phosphoserine aminotransferase 1","1"
"Raf1","110157","Raf1","v-raf-leukemia viral oncogene 1","1"
"Plekhm2","69582","Plekhm2","pleckstrin homology domain containing, family M (with RUN domain) member 2","1"
"Rrm1","20133","Rrm1","ribonucleotide reductase M1","1"
"Dkc1","245474","Dkc1","dyskeratosis congenita 1, dyskerin homolog (human)","1"
"Senp1","223870","Senp1","SUMO1/sentrin specific peptidase 1","1"
"Ephb4","13846","Ephb4","Eph receptor B4","1"
"Gtf2f1","98053","Gtf2f1","general transcription factor IIF, polypeptide 1","1"
"Urb1","207932","Urb1","URB1 ribosome biogenesis 1 homolog (S. cerevisiae)","1"
"Fam180a","208164","Fam180a","family with sequence similarity 180, member A","1"
"Actr1b","226977","Actr1b","ARP1 actin-related protein 1 homolog B, centractin beta (yeast)","1"
"Qdpr","110391","Qdpr","quinoid dihydropteridine reductase","1"
"Cyp2c68","433247","Cyp2c68","cytochrome P450, family 2, subfamily c, polypeptide 68","1"
"Rpp14","67053","Rpp14","ribonuclease P 14 subunit (human)","1"
"Spata13","219140","Spata13","spermatogenesis associated 13","1"
"Snx4","69150","Snx4","sorting nexin 4","1"
"Ahcyl1","229709","Ahcyl1","S-adenosylhomocysteine hydrolase-like 1","1"
"Rab5a","271457","Rab5a","RAB5A, member RAS oncogene family","1"
"Ppp6c","67857","Ppp6c","protein phosphatase 6, catalytic subunit","1"
"Mbp","17196","Mbp","myelin basic protein","1"
"Vps25","28084","Vps25","vacuolar protein sorting 25 (yeast)","1"
"Xpa","22590","Xpa","xeroderma pigmentosum, complementation group A","1"
"Ppt1","19063","Ppt1","palmitoyl-protein thioesterase 1","1"
"Zfp330","30932","Zfp330","zinc finger protein 330","1"
"Actb","11461","Actb","actin, beta","1"
"Dhcr7","13360","Dhcr7","7-dehydrocholesterol reductase","1"
"Dmap1","66233","Dmap1","DNA methyltransferase 1-associated protein 1","1"
"Ptpdc1","218232","Ptpdc1","protein tyrosine phosphatase domain containing 1","1"
"Zc3hc1","232679","Zc3hc1","zinc finger, C3HC type 1","1"
"Timp2","21858","Timp2","tissue inhibitor of metalloproteinase 2","1"
"Cnrip1","380686","Cnrip1","cannabinoid receptor interacting protein 1","1"
"Dus2","NA","NA","NA","0"
"Ap2m1","11773","Ap2m1","adaptor protein complex AP-2, mu1","1"
"Ppp1r15b","108954","Ppp1r15b","protein phosphatase 1, regulatory (inhibitor) subunit 15b","1"
"Edrf1","NA","NA","NA","0"
"Rhpn2","52428","Rhpn2","rhophilin, Rho GTPase binding protein 2","1"
"Unc45a","101869","Unc45a","unc-45 homolog A (C. elegans)","1"
"Arl2","56327","Arl2","ADP-ribosylation factor-like 2","1"
"Stk38l","232533","Stk38l","serine/threonine kinase 38 like","1"
"Rabepk","227746","Rabepk","Rab9 effector protein with kelch motifs","1"
"Npdc1","18146","Npdc1","neural proliferation, differentiation and control gene 1","1"
"Golt1a","68338","Golt1a","golgi transport 1 homolog A (S. cerevisiae)","1"
"Cfhr2","545366","Cfhr2","complement factor H-related 2","1"
"Swi5","72931","Swi5","SWI5 recombination repair homolog (yeast)","1"
"Mrps30","59054","Mrps30","mitochondrial ribosomal protein S30","1"
"Btbd9","224671","Btbd9","BTB (POZ) domain containing 9","1"
"mt-Nd2","NA","NA","NA","0"
"Gm10309","100038711","Gm10309","predicted gene 10309","1"
"Cbs","12411","Cbs","cystathionine beta-synthase","1"
"Ifih1","71586","Ifih1","interferon induced with helicase C domain 1","1"
"Nudt21","68219","Nudt21","nudix (nucleoside diphosphate linked moiety X)-type motif 21","1"
"Pbx3","18516","Pbx3","pre B cell leukemia homeobox 3","1"
"Slirp","NA","NA","NA","0"
"Plau","18792","Plau","plasminogen activator, urokinase","1"
"Fnbp1l","214459","Fnbp1l","formin binding protein 1-like","1"
"Cep131","NA","NA","NA","0"
"Thsd1","56229","Thsd1","thrombospondin, type I, domain 1","1"
"Nfatc2ip","18020","Nfatc2ip","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein","1"
"Spryd4","66701","Spryd4","SPRY domain containing 4","1"
"Tcf20","21411","Tcf20","transcription factor 20","1"
"Edf1","59022","Edf1","endothelial differentiation-related factor 1","1"
"Il1f9","215257","Il1f9","interleukin 1 family, member 9","1"
"Ube2b","22210","Ube2b","ubiquitin-conjugating enzyme E2B, RAD6 homology (S. cerevisiae)","1"
"Polr2h","245841","Polr2h","polymerase (RNA) II (DNA directed) polypeptide H","1"
"Zfp316","54201","Zfp316","zinc finger protein 316","1"
"Wfdc15b","192201","Wfdc15b","WAP four-disulfide core domain 15B","1"
"Rtn3","20168","Rtn3","reticulon 3","1"
"C1ra","50909","C1ra","complement component 1, r subcomponent A","1"
"Adamtsl1","77739","Adamtsl1","ADAMTS-like 1","1"
"Adat3","100113398","Adat3","adenosine deaminase, tRNA-specific 3, TAD2 homolog (S. cerevisiae)","1"
"Spast","50850","Spast","spastin","1"
"Parp10","671535","Parp10","poly (ADP-ribose) polymerase family, member 10","1"
"Tpgs2","NA","NA","NA","0"
"Trim30a","20128","Trim30a","tripartite motif-containing 30A","1"
"Ifit2","15958","Ifit2","interferon-induced protein with tetratricopeptide repeats 2","1"
"Napepld","242864","Napepld","N-acyl phosphatidylethanolamine phospholipase D","1"
"Pink1","68943","Pink1","PTEN induced putative kinase 1","1"
"Tpd52l1","21987","Tpd52l1","tumor protein D52-like 1","1"
"Tc2n","74413","Tc2n","tandem C2 domains, nuclear","1"
"Tbc1d22b","381085","Tbc1d22b","TBC1 domain family, member 22B","1"
"Pim2","18715","Pim2","proviral integration site 2","1"
"Pard6b","58220","Pard6b","par-6 (partitioning defective 6) homolog beta (C. elegans)","1"
"Fam73a","215708","Fam73a","family with sequence similarity 73, member A","1"
"2310067B10Rik","71947","2310067B10Rik","RIKEN cDNA 2310067B10 gene","1"
"Cisd2","67006","Cisd2","CDGSH iron sulfur domain 2","1"
"Ubox5","140629","Ubox5","U box domain containing 5","1"
"Ccdc50","67501","Ccdc50","coiled-coil domain containing 50","1"
"Ctdsp1","227292","Ctdsp1","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1","1"
"Shb","230126","Shb","src homology 2 domain-containing transforming protein B","1"
"Pgk1-rs7","668435","Pgk1-rs7","phosphoglycerate kinase-1, related sequence-7","1"
"Pcsk5","18552","Pcsk5","proprotein convertase subtilisin/kexin type 5","1"
"Babam1","NA","NA","NA","0"
"Sspn","16651","Sspn","sarcospan","1"
"Eef1d","66656","Eef1d","eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)","1"
"Sall2","50524","Sall2","sal-like 2 (Drosophila)","1"
"Nek7","59125","Nek7","NIMA (never in mitosis gene a)-related expressed kinase 7","1"
"Tmc8","217356","Tmc8","transmembrane channel-like gene family 8","1"
"Ets2","23872","Ets2","E26 avian leukemia oncogene 2, 3' domain","1"
"Cry1","12952","Cry1","cryptochrome 1 (photolyase-like)","1"
"Ptpn13","19249","Ptpn13","protein tyrosine phosphatase, non-receptor type 13","1"
"Tmem204","407831","Tmem204","transmembrane protein 204","1"
"Myof","226101","Myof","myoferlin","1"
"Asap2","211914","Asap2","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2","1"
"Clns1a","12729","Clns1a","chloride channel, nucleotide-sensitive, 1A","1"
"Fsd2","244091","Fsd2","fibronectin type III and SPRY domain containing 2","1"
"Mpi","110119","Mpi","mannose phosphate isomerase","1"
"Vti1b","53612","Vti1b","vesicle transport through interaction with t-SNAREs 1B homolog","1"
"Marveld2","218518","Marveld2","MARVEL (membrane-associating) domain containing 2","1"
"Clec2d","93694","Clec2d","C-type lectin domain family 2, member d","1"
"Sec14l4","103655","Sec14l4","SEC14-like 4 (S. cerevisiae)","1"
"Plk5","216166","Plk5","polo-like kinase 5 (Drosophila)","1"
"Bdnf","12064","Bdnf","brain derived neurotrophic factor","1"
"Actr5","109275","Actr5","ARP5 actin-related protein 5 homolog (yeast)","1"
"Ptgfrn","19221","Ptgfrn","prostaglandin F2 receptor negative regulator","1"
"Fhit","14198","Fhit","fragile histidine triad gene","1"
"Mamstr","74490","Mamstr","MEF2 activating motif and SAP domain containing transcriptional regulator","1"
"Sptlc1","268656","Sptlc1","serine palmitoyltransferase, long chain base subunit 1","1"
"Tnfrsf1a","21937","Tnfrsf1a","tumor necrosis factor receptor superfamily, member 1a","1"
"Tra2b","20462","Tra2b","transformer 2 beta homolog (Drosophila)","1"
"Lcn2","16819","Lcn2","lipocalin 2","1"
"Alms1","236266","Alms1","Alstrom syndrome 1 homolog (human)","1"
"Cmc1","67899","Cmc1","COX assembly mitochondrial protein homolog (S. cerevisiae)","1"
"Gltpd2","216871","Gltpd2","glycolipid transfer protein domain containing 2","1"
"Gpld1","14756","Gpld1","glycosylphosphatidylinositol specific phospholipase D1","1"
"Wfs1","22393","Wfs1","Wolfram syndrome 1 homolog (human)","1"
"Prr13","66151","Prr13","proline rich 13","1"
"Cpz","242939","Cpz","carboxypeptidase Z","1"
"Pfkp","56421","Pfkp","phosphofructokinase, platelet","1"
"Oscp1","230751","Oscp1","organic solute carrier partner 1","1"
"Ssr3","67437","Ssr3","signal sequence receptor, gamma","1"
"Emc7","NA","NA","NA","0"
"3110082I17Rik","73212","3110082I17Rik","RIKEN cDNA 3110082I17 gene","1"
"Gm26529","NA","NA","NA","0"
"Rnasek","52898","Rnasek","ribonuclease, RNase K","1"
"Egln3","112407","Egln3","EGL nine homolog 3 (C. elegans)","1"
"Asb4","65255","Asb4","ankyrin repeat and SOCS box-containing 4","1"
"N6amt1","67768","N6amt1","N-6 adenine-specific DNA methyltransferase 1 (putative)","1"
"Triap1","69076","Triap1","TP53 regulated inhibitor of apoptosis 1","1"
"Camkk2","207565","Camkk2","calcium/calmodulin-dependent protein kinase kinase 2, beta","1"
"Kank2","235041","Kank2","KN motif and ankyrin repeat domains 2","1"
"Mybbp1a","18432","Mybbp1a","MYB binding protein (P160) 1a","1"
"Gm28557","NA","NA","NA","0"
"Gm1840","669429","Gm1840","predicted gene 1840","1"
"Adgra3","NA","NA","NA","0"
"Hmbs","15288","Hmbs","hydroxymethylbilane synthase","1"
"Cpne2","234577","Cpne2","copine II","1"
"Ecd","70601","Ecd","ecdysoneless homolog (Drosophila)","1"
"Hmgb3","15354","Hmgb3","high mobility group box 3","1"
"Farsa","66590","Farsa","phenylalanyl-tRNA synthetase, alpha subunit","1"
"Tmem242","NA","NA","NA","0"
"Hspe1","15528","Hspe1","heat shock protein 1 (chaperonin 10)","1"
"Rnf130","59044","Rnf130","ring finger protein 130","1"
"Rrp36","224823","Rrp36","ribosomal RNA processing 36 homolog (S. cerevisiae)","1"
"Rab8a","17274","Rab8a","RAB8A, member RAS oncogene family","1"
"Csnk1g2","103236","Csnk1g2","casein kinase 1, gamma 2","1"
"Lipa","16889","Lipa","lysosomal acid lipase A","1"
"Taf1b","21340","Taf1b","TATA box binding protein (Tbp)-associated factor, RNA polymerase I, B","1"
"Tnfaip1","21927","Tnfaip1","tumor necrosis factor, alpha-induced protein 1 (endothelial)","1"
"Sf3b6","NA","NA","NA","0"
"Dpp7","83768","Dpp7","dipeptidylpeptidase 7","1"
"Rexo2","104444","Rexo2","REX2, RNA exonuclease 2 homolog (S. cerevisiae)","1"
"Slc35a2","22232","Slc35a2","solute carrier family 35 (UDP-galactose transporter), member A2","1"
"Keap1","50868","Keap1","kelch-like ECH-associated protein 1","1"
"Pnkp","59047","Pnkp","polynucleotide kinase 3'- phosphatase","1"
"Arl1","104303","Arl1","ADP-ribosylation factor-like 1","1"
"1700037H04Rik","67326","1700037H04Rik","RIKEN cDNA 1700037H04 gene","1"
"Rfng","19719","Rfng","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","1"
"Fam89a","69627","Fam89a","family with sequence similarity 89, member A","1"
"Dbndd2","52840","Dbndd2","dysbindin (dystrobrevin binding protein 1) domain containing 2","1"
"F13a1","74145","F13a1","coagulation factor XIII, A1 subunit","1"
"Dda1","66498","Dda1","DET1 and DDB1 associated 1","1"
"Cript","56724","Cript","cysteine-rich PDZ-binding protein","1"
"Ccnk","12454","Ccnk","cyclin K","1"
"Cdh4","12561","Cdh4","cadherin 4","1"
"Pnpo","103711","Pnpo","pyridoxine 5'-phosphate oxidase","1"
"Ndufa1","54405","Ndufa1","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1","1"
"Afap1l1","106877","Afap1l1","actin filament associated protein 1-like 1","1"
"Impdh1","23917","Impdh1","inosine 5'-phosphate dehydrogenase 1","1"
"Cd46","17221","Cd46","CD46 antigen, complement regulatory protein","1"
"S1pr2","14739","S1pr2","sphingosine-1-phosphate receptor 2","1"
"Hps6","20170","Hps6","Hermansky-Pudlak syndrome 6","1"
"Terf2ip","57321","Terf2ip","telomeric repeat binding factor 2, interacting protein","1"
"Gpx8","69590","Gpx8","glutathione peroxidase 8 (putative)","1"
"Rftn1","76438","Rftn1","raftlin lipid raft linker 1","1"
"Csde1","229663","Csde1","cold shock domain containing E1, RNA binding","1"
"Sdhd","66925","Sdhd","succinate dehydrogenase complex, subunit D, integral membrane protein","1"
"Epsti1","108670","Epsti1","epithelial stromal interaction 1 (breast)","1"
"Ntpcr","66566","Ntpcr","nucleoside-triphosphatase, cancer-related","1"
"Rplp1","56040","Rplp1","ribosomal protein, large, P1","1"
"Baz1b","22385","Baz1b","bromodomain adjacent to zinc finger domain, 1B","1"
"Pip4k2b","108083","Pip4k2b","phosphatidylinositol-5-phosphate 4-kinase, type II, beta","1"
"Tnfrsf11b","18383","Tnfrsf11b","tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)","1"
"Kazald1","107250","Kazald1","Kazal-type serine peptidase inhibitor domain 1","1"
"Mfap1a","67532","Mfap1a","microfibrillar-associated protein 1A","1"
"Zc3h10","103284","Zc3h10","zinc finger CCCH type containing 10","1"
"Acot13","66834","Acot13","acyl-CoA thioesterase 13","1"
"Plxdc1","72324","Plxdc1","plexin domain containing 1","1"
"Cdr2","12585","Cdr2","cerebellar degeneration-related 2","1"
"Kctd1","106931","Kctd1","potassium channel tetramerisation domain containing 1","1"
"Bloc1s1","14533","Bloc1s1","biogenesis of lysosome-related organelles complex-1, subunit 1","1"
"Zfp418","232854","Zfp418","zinc finger protein 418","1"
"Psma2","19166","Psma2","proteasome (prosome, macropain) subunit, alpha type 2","1"
"Slfn9","237886","Slfn9","schlafen 9","1"
"Kcnab1","16497","Kcnab1","potassium voltage-gated channel, shaker-related subfamily, beta member 1","1"
"Wdr18","216156","Wdr18","WD repeat domain 18","1"
"Nudt2","66401","Nudt2","nudix (nucleoside diphosphate linked moiety X)-type motif 2","1"
"Tmem126b","68472","Tmem126b","transmembrane protein 126B","1"
"Ssbp3","72475","Ssbp3","single-stranded DNA binding protein 3","1"
"Slc16a3","80879","Slc16a3","solute carrier family 16 (monocarboxylic acid transporters), member 3","1"
"Mustn1","66175","Mustn1","musculoskeletal, embryonic nuclear protein 1","1"
"Zc2hc1c","NA","NA","NA","0"
"Gata2","14461","Gata2","GATA binding protein 2","1"
"Ccdc97","52132","Ccdc97","coiled-coil domain containing 97","1"
"Sept5","18951","Sept5","septin 5","1"
"Cysltr1","58861","Cysltr1","cysteinyl leukotriene receptor 1","1"
"Slc25a29","214663","Slc25a29","solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29","1"
"Arg1","11846","Arg1","arginase, liver","1"
"Efr3a","76740","Efr3a","EFR3 homolog A (S. cerevisiae)","1"
"Pithd1","NA","NA","NA","0"
"Slc16a1","20501","Slc16a1","solute carrier family 16 (monocarboxylic acid transporters), member 1","1"
"Hemk1","69536","Hemk1","HemK methyltransferase family member 1","1"
"Rabl2","68708","Rabl2","RAB, member of RAS oncogene family-like 2","1"
"Nploc4","217365","Nploc4","nuclear protein localization 4 homolog (S. cerevisiae)","1"
"Snap47","67826","Snap47","synaptosomal-associated protein, 47","1"
"Tmem18","211986","Tmem18","transmembrane protein 18","1"
"Ncln","103425","Ncln","nicalin homolog (zebrafish)","1"
"Gm4944","240038","Gm4944","predicted gene 4944","1"
"Ostc","66357","Ostc","oligosaccharyltransferase complex subunit","1"
"Nuggc","NA","NA","NA","0"
"Mras","17532","Mras","muscle and microspikes RAS","1"
"Olfml2b","320078","Olfml2b","olfactomedin-like 2B","1"
"Ikzf4","22781","Ikzf4","IKAROS family zinc finger 4","1"
"Kcnq5","226922","Kcnq5","potassium voltage-gated channel, subfamily Q, member 5","1"
"Impa2","114663","Impa2","inositol (myo)-1(or 4)-monophosphatase 2","1"
"Grap2","17444","Grap2","GRB2-related adaptor protein 2","1"
"Cstf1","67337","Cstf1","cleavage stimulation factor, 3' pre-RNA, subunit 1","1"
"Gm29427","NA","NA","NA","0"
"Ncapg2","76044","Ncapg2","non-SMC condensin II complex, subunit G2","1"
"F8a","14070","F8a","factor 8-associated gene A","1"
"Stard8","236920","Stard8","START domain containing 8","1"
"Ahsg","11625","Ahsg","alpha-2-HS-glycoprotein","1"
"Stk16","20872","Stk16","serine/threonine kinase 16","1"
"Pyurf","NA","NA","NA","0"
"Mul1","68350","Mul1","mitochondrial ubiquitin ligase activator of NFKB 1","1"
"Faf1","14084","Faf1","Fas-associated factor 1","1"
"Bcl2l12","75736","Bcl2l12","BCL2-like 12 (proline rich)","1"
"Nup50","18141","Nup50","nucleoporin 50","1"
"B3gat2","280645","B3gat2","beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)","1"
"Ndufa4l2","407790","Ndufa4l2","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2","1"
"Pde1a","18573","Pde1a","phosphodiesterase 1A, calmodulin-dependent","1"
"Wls","68151","Wls","wntless homolog (Drosophila)","1"
"Mest","17294","Mest","mesoderm specific transcript","1"
"C330011M18Rik","442802","C330011M18Rik","RIKEN cDNA C330011M18 gene","1"
"Gnat1","14685","Gnat1","guanine nucleotide binding protein, alpha transducing 1","1"
"Tmem110","69179","Tmem110","transmembrane protein 110","1"
"Rdm1","66599","Rdm1","RAD52 motif 1","1"
"Slc37a3","72144","Slc37a3","solute carrier family 37 (glycerol-3-phosphate transporter), member 3","1"
"Maz","17188","Maz","MYC-associated zinc finger protein (purine-binding transcription factor)","1"
"Zfp112","57745","Zfp112","zinc finger protein 112","1"
"Ccdc53","67282","Ccdc53","coiled-coil domain containing 53","1"
"Habp2","226243","Habp2","hyaluronic acid binding protein 2","1"
"Rcor3","214742","Rcor3","REST corepressor 3","1"
"Ric8","101489","Ric8","resistance to inhibitors of cholinesterase 8 homolog (C. elegans)","1"
"Slc30a1","22782","Slc30a1","solute carrier family 30 (zinc transporter), member 1","1"
"Rbck1","24105","Rbck1","RanBP-type and C3HC4-type zinc finger containing 1","1"
"Map3k12","26404","Map3k12","mitogen-activated protein kinase kinase kinase 12","1"
"Oxa1l","69089","Oxa1l","oxidase assembly 1-like","1"
"Rbpj","19664","Rbpj","recombination signal binding protein for immunoglobulin kappa J region","1"
"4933434E20Rik","99650","4933434E20Rik","RIKEN cDNA 4933434E20 gene","1"
"Eif3j1","NA","NA","NA","0"
"St3gal1","20442","St3gal1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","1"
"Nup62","18226","Nup62","nucleoporin 62","1"
"B4galt3","57370","B4galt3","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3","1"
"Tmem120b","330189","Tmem120b","transmembrane protein 120B","1"
"Rnd3","74194","Rnd3","Rho family GTPase 3","1"
"Fbxl8","50788","Fbxl8","F-box and leucine-rich repeat protein 8","1"
"Plxnb1","235611","Plxnb1","plexin B1","1"
"Dctn5","59288","Dctn5","dynactin 5","1"
